E-ems-load-realised-noneprevious1
2017-01-16
00.00-01.00,01.00-02.00,02.00-03.00,03.00-04.00,04.00-05.00,05.00-06.00,06.00-07.00,07.00-08.00,08.00-09.00,09.00-10.00,10.00-11.00,11.00-12.00,12.00-13.00,13.00-14.00,14.00-15.00,15.00-16.00,16.00-17.00,17.00-18.00,18.00-19.00,19.00-20.00,20.00-21.00,21.00-22.00,22.00-23.00,23.00-24.00
6042,5633,5257,5017,4990,5159,5619,6164,6473,6624,6611,6554,6429,6322,6216,6269,6564,6826,6849,6797,6609,6512,6530,6365
