E-bmrs-temperature-none
2017-01-05
HDR,TEMPERATURE DATA
TEMP,20161229,2.9,5.8,1.0,9.2
TEMP,20161230,3.7,5.8,1.0,9.2
TEMP,20161231,5.6,5.8,1.0,9.2
TEMP,20170101,5.8,6.1,0.4,9.7
TEMP,20170102,4.0,6.1,0.4,9.7
TEMP,20170103,4.0,6.1,0.4,9.7
TEMP,20170104,5.3,5.8,1.0,8.6
FTR,7
