E-bmrs-system-price-none
2017-01-05
HDR,INDICATIVE SYSTEM PRICE STACK DATA
BID,20170105,24,57,T_HUMR-1,108584,-1,F,F,F,F,NULL,34.05000,-0.492,-0.492,-0.492,0.000,0.000,0.00000,0.0000000,0.000,0.00
BID,20170105,24,58,T_HUMR-1,108584,-2,F,F,F,F,NULL,34.05000,-13.642,-13.642,-13.642,0.000,0.000,0.00000,0.0000000,0.000,0.00
BID,20170105,24,59,T_HUMR-1,108583,-2,F,F,F,F,NULL,34.05000,-2.200,-2.200,-2.200,0.000,0.000,0.00000,0.0000000,0.000,0.00
OFFER,20170105,24,1,T_CARR-2,3266,-1,F,F,F,F,0.00000,45.00000,5.500,5.500,5.500,0.000,0.000,0.00000,0.0000000,0.000,0.00
OFFER,20170105,24,2,T_CNQPS-3,44877,-1,F,F,F,F,0.00000,50.00000,7.083,7.083,7.083,0.000,0.000,0.00000,0.0000000,0.000,0.00
OFFER,20170105,24,3,T_USKM-13,46735,1,F,F,F,F,0.00000,75.00000,35.000,35.000,35.000,0.000,0.000,0.00000,0.0000000,0.000,0.00
OFFER,20170105,24,4,T_EGGPS-3,112810,1,F,F,F,F,0.00000,93.99000,108.667,108.667,108.667,0.000,0.000,0.00000,0.0000000,0.000,0.00
OFFER,20170105,24,5,T_EGGPS-3,112811,1,F,F,F,F,0.00000,93.99000,31.333,31.333,31.333,0.000,0.000,0.00000,0.0000000,0.000,0.00
OFFER,20170105,24,6,T_SVRP-20,36902,1,F,F,F,F,0.00000,105.00000,63.450,63.450,63.450,0.000,0.000,0.00000,0.0000000,0.000,0.00
OFFER,20170105,24,7,T_SVRP-20,36903,1,F,F,F,F,0.00000,105.00000,32.900,32.900,32.900,0.000,0.000,0.00000,0.0000000,0.000,0.00
OFFER,20170105,24,8,T_SVRP-20,36904,1,F,F,F,F,0.00000,105.00000,12.096,12.096,12.096,0.000,0.000,0.00000,0.0000000,0.000,0.00
OFFER,20170105,24,9,T_SVRP-20,36905,1,F,F,F,F,0.00000,105.00000,0.054,0.054,0.054,0.000,0.000,0.00000,0.0000000,0.000,0.00
FTR,68
