E-ems-load-realised-noneprevious1
2017-01-05
00.00-01.00,01.00-02.00,02.00-03.00,03.00-04.00,04.00-05.00,05.00-06.00,06.00-07.00,07.00-08.00,08.00-09.00,09.00-10.00,10.00-11.00,11.00-12.00,12.00-13.00,13.00-14.00,14.00-15.00,15.00-16.00,16.00-17.00,17.00-18.00,18.00-19.00,19.00-20.00,20.00-21.00,21.00-22.00,22.00-23.00,23.00-24.00
5864,5440,5053,4795,4701,4783,5100,5426,5741,5938,5955,5989,5951,5957,5903,5971,6319,6593,6598,6570,6535,6390,6376,6208
