E-bmrs-daily-energy-transmitted-none
2017-01-06
HDR,DAILY ENERGY VOLUME DATA
INDOD,20161230,800775,758305,660196,818565
INDOD,20161231,732532,726942,661327,774809
INDOD,20170101,703524,718146,638656,768766
INDOD,20170102,772832,705683,672075,809522
INDOD,20170103,870153,734204,697128,824365
INDOD,20170104,904775,774642,716815,877538
INDOD,20170105,948465,858891,732894,938721
FTR,7
